model,var,AIC_mete,MAE_mete,entropy_mete,AIC_metime,MAE_metime,entropy_metime,N/S,dN/S,r^2_transition
a,0.05,119.27113233367616,13.250670261730683,4.8116049939973164,119.01642399332614,9.15238212090779,4.779471322078369,45.72413164937718,1.519689361813808,0.85951594035033
a,0.05,120.53114585617057,12.683505999634377,4.863850736290283,118.96339330041471,6.746423476157324,4.749297587235002,48.149617204024736,0.3009998086416961,0.85951594035033
a,0.05,120.82585413693378,10.692145359503547,4.877120034860166,119.9203962711758,6.437210727972695,4.784748646199308,48.7860829402695,0.10843147880247746,0.85951594035033
a,0.05,86.11952860830579,3.3810021091641254,3.477295930493919,87.67174895111529,3.1310021091641254,3.4383088669399093,12.412564628816433,4.079231295483101,0.8374671795909872
a,0.05,113.10102599727341,11.18378111272446,4.562300621162352,116.29066725491168,13.273867408570922,4.545108825929777,35.74555724770601,5.739225796483822,0.8374671795909872
a,0.05,120.57350481106866,11.898086128996193,4.865937614987415,121.55922606245326,9.61972770061943,4.859463975458112,48.2491574905026,1.7147526939945312,0.8374671795909872
a,0.05,121.88970942122549,6.385204993445147,4.923820518131439,122.90390410696409,5.076235221471211,4.90130003328555,51.094469278511134,0.380181876485229,0.8374671795909872
a,0.05,122.40388016152167,7.686197337689813,4.944180406961263,124.47029734530923,9.436197337689814,4.941454012879045,52.13509473240385,0.22892081224807725,0.8374671795909872
a,0.05,86.79311692408272,3.760484039558772,3.479696178920803,88.30719290057161,3.4271507062254387,3.436585852326362,12.441172782588664,4.107839449255329,0.7944994950732923
a,0.05,113.6702483490285,12.121109554603237,4.583553116170345,116.58245428049028,13.787776221269903,4.57546142421604,36.50257512241094,6.042847065422023,0.7944994950732923
a,0.05,121.68804388239246,14.51573842355352,4.912080458701183,122.27182593207051,11.48624098831778,4.900449050121583,50.503978781787644,2.0736999890503207,0.7944994950732923
