species,TreeID,census,e,S_t,n,N_t,E_t,dn,de,dS,dN,dE
6,45547,2,5.0625,54,6,156,22503.36972222222,0.0,19.44,5.0,-6.0,46284.53369444444
6,45585,1,5.444444444444443,55,8,159,45818.241388888884,-2.0,6.805555555555557,-1.0,-3.0,-23314.871666666662
6,45587,1,9.0,55,8,159,45818.241388888884,-2.0,3.25,-1.0,-3.0,-23314.871666666662
6,45598,1,1.0,55,8,159,45818.241388888884,-2.0,0.0,-1.0,-3.0,-23314.871666666662
6,45598,2,1.0,54,6,156,22503.36972222222,0.0,0.9599999999999997,5.0,-6.0,46284.53369444444
6,45598,3,1.9599999999999997,59,6,150,68787.90341666667,-4.0,-0.06937499999999974,-3.0,-9.0,-57609.4861
6,45598,4,1.890625,56,2,141,11178.417316666668,0.0,1.7193749999999999,-2.0,-7.0,13914.625304875282
6,45598,5,3.61,54,2,134,25093.04262154195,-1.0,1.6799999999999993,-3.0,-18.0,1911.2550532879832
6,45598,6,5.289999999999999,51,1,116,27004.297674829933,0.0,-2.227499999999999,-2.0,-6.0,1044.1554501700703
6,45598,7,3.0625,49,1,110,28048.453125000004,3.0,7.827499999999999,5.0,8.0,4033.6315326530603
6,322174,4,3.61,56,2,141,11178.417316666668,0.0,-1.2074999999999996,-2.0,-7.0,13914.625304875282
511,45564,1,4.0,55,2,159,45818.241388888884,0.0,2.25,-1.0,-3.0,-23314.871666666662
511,45564,2,6.25,54,2,156,22503.36972222222,0.0,25.109999999999996,5.0,-6.0,46284.53369444444
511,45564,3,31.359999999999996,59,2,150,68787.90341666667,0.0,44.329999999999984,-3.0,-9.0,-57609.4861
511,45564,4,75.68999999999998,56,2,141,11178.417316666668,-1.0,90.72000000000001,-2.0,-7.0,13914.625304875282
511,45564,5,166.41,54,1,134,25093.04262154195,0.0,206.08,-3.0,-18.0,1911.2550532879832
511,45564,6,372.49,51,1,116,27004.297674829933,0.0,193.95000000000005,-2.0,-6.0,1044.1554501700703
511,45564,7,566.44,49,1,110,28048.453125000004,0.0,43.649999999999864,5.0,8.0,4033.6315326530603
511,45756,1,2.25,55,2,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
511,298129,3,4.41,59,2,150,68787.90341666667,0.0,2.3500000000000005,-3.0,-9.0,-57609.4861
521,45630,1,25.0,55,1,159,45818.241388888884,0.0,12.209999999999994,-1.0,-3.0,-23314.871666666662
521,45630,2,37.209999999999994,54,1,156,22503.36972222222,0.0,62.790000000000006,5.0,-6.0,46284.53369444444
521,45630,3,100.0,59,1,150,68787.90341666667,0.0,36.889999999999986,-3.0,-9.0,-57609.4861
521,45630,4,136.89,56,1,141,11178.417316666668,0.0,11.949999999999989,-2.0,-7.0,13914.625304875282
521,45630,5,148.83999999999997,54,1,134,25093.04262154195,0.0,9.920000000000016,-3.0,-18.0,1911.2550532879832
521,45630,6,158.76,51,1,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
521,45630,7,158.76,49,1,110,28048.453125000004,0.0,2.530000000000001,5.0,8.0,4033.6315326530603
1548,298138,3,1.6900000000000002,59,1,150,68787.90341666667,1.0,-0.2500000000000002,-3.0,-9.0,-57609.4861
1548,298138,4,1.44,56,2,141,11178.417316666668,0.0,0.5199999999999998,-2.0,-7.0,13914.625304875282
1548,322180,4,3.61,56,2,141,11178.417316666668,0.0,0.0,-2.0,-7.0,13914.625304875282
1548,322180,5,3.61,54,2,134,25093.04262154195,-1.0,1.2300000000000009,-3.0,-18.0,1911.2550532879832
1548,322180,6,4.840000000000001,51,1,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
1548,322180,7,4.840000000000001,49,1,110,28048.453125000004,0.0,0.919999999999999,5.0,8.0,4033.6315326530603
1161,322179,4,1.0,56,1,141,11178.417316666668,0.0,2.24,-2.0,-7.0,13914.625304875282
980,1,1,81.0,55,2,159,45818.241388888884,1.0,7.360000000000014,-1.0,-3.0,-23314.871666666662
980,45591,1,182.25,55,2,159,45818.241388888884,1.0,13.75,-1.0,-3.0,-23314.871666666662
980,45591,2,196.0,54,3,156,22503.36972222222,-1.0,29.0,5.0,-6.0,46284.53369444444
980,45591,3,225.0,59,2,150,68787.90341666667,0.0,6.039999999999992,-3.0,-9.0,-57609.4861
980,45591,4,231.04,56,2,141,11178.417316666668,0.0,0.0,-2.0,-7.0,13914.625304875282
980,45591,5,231.04,54,2,134,25093.04262154195,0.0,6.120000000000033,-3.0,-18.0,1911.2550532879832
980,45591,6,237.16000000000003,51,2,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
980,45591,7,237.16000000000003,49,2,110,28048.453125000004,-1.0,12.47999999999999,5.0,8.0,4033.6315326530603
980,261804,2,1.0,54,3,156,22503.36972222222,-1.0,0.9599999999999997,5.0,-6.0,46284.53369444444
980,261804,3,1.9599999999999997,59,2,150,68787.90341666667,0.0,0.0,-3.0,-9.0,-57609.4861
980,261804,4,1.9599999999999997,56,2,141,11178.417316666668,0.0,0.29000000000000026,-2.0,-7.0,13914.625304875282
980,261804,5,2.25,54,2,134,25093.04262154195,0.0,0.0,-3.0,-18.0,1911.2550532879832
980,261804,6,2.25,51,2,116,27004.297674829933,0.0,1.75,-2.0,-6.0,1044.1554501700703
1550,45604,1,6.25,55,2,159,45818.241388888884,-1.0,0.0,-1.0,-3.0,-23314.871666666662
1550,45604,2,6.25,54,1,156,22503.36972222222,1.0,3.990000000000002,5.0,-6.0,46284.53369444444
1550,45604,3,10.240000000000002,59,2,150,68787.90341666667,1.0,3.4499999999999993,-3.0,-9.0,-57609.4861
1550,45604,4,13.690000000000001,56,3,141,11178.417316666668,1.0,3.1199999999999974,-2.0,-7.0,13914.625304875282
1550,298145,3,7.839999999999999,59,2,150,68787.90341666667,1.0,0.0,-3.0,-9.0,-57609.4861
1550,298145,4,7.839999999999999,56,3,141,11178.417316666668,1.0,2.400000000000003,-2.0,-7.0,13914.625304875282
1550,298145,5,10.240000000000002,54,4,134,25093.04262154195,0.0,2.009999999999998,-3.0,-18.0,1911.2550532879832
1550,298145,6,12.25,51,4,116,27004.297674829933,0.0,1.4400000000000013,-2.0,-6.0,1044.1554501700703
1550,298145,7,13.690000000000001,49,4,110,28048.453125000004,0.0,6.559999999999999,5.0,8.0,4033.6315326530603
1550,322176,4,1.6900000000000002,56,3,141,11178.417316666668,1.0,0.8700000000000003,-2.0,-7.0,13914.625304875282
1550,322176,5,2.5600000000000005,54,4,134,25093.04262154195,0.0,0.0,-3.0,-18.0,1911.2550532879832
1550,322176,6,2.5600000000000005,51,4,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
1550,322176,7,2.5600000000000005,49,4,110,28048.453125000004,0.0,2.7299999999999986,5.0,8.0,4033.6315326530603
1550,334894,5,1.0,54,4,134,25093.04262154195,0.0,0.9599999999999997,-3.0,-18.0,1911.2550532879832
1550,334894,6,1.9599999999999997,51,4,116,27004.297674829933,0.0,0.6000000000000008,-2.0,-6.0,1044.1554501700703
1550,334894,7,2.5600000000000005,49,4,110,28048.453125000004,0.0,0.0,5.0,8.0,4033.6315326530603
1550,363593,6,1.2100000000000002,51,4,116,27004.297674829933,0.0,0.22999999999999976,-2.0,-6.0,1044.1554501700703
548,322175,4,1.2100000000000002,56,1,141,11178.417316666668,0.0,0.22999999999999976,-2.0,-7.0,13914.625304875282
548,322175,5,1.44,54,1,134,25093.04262154195,0.0,0.5199999999999998,-3.0,-18.0,1911.2550532879832
548,322175,6,1.9599999999999997,51,1,116,27004.297674829933,0.0,0.6000000000000008,-2.0,-6.0,1044.1554501700703
548,322175,7,2.5600000000000005,49,1,110,28048.453125000004,1.0,3.6899999999999995,5.0,8.0,4033.6315326530603
1545,45528,1,64.0,55,2,159,45818.241388888884,0.0,89.76000000000002,-1.0,-3.0,-23314.871666666662
1545,45528,2,153.76000000000002,54,2,156,22503.36972222222,-1.0,62.329999999999956,5.0,-6.0,46284.53369444444
1545,45528,3,216.08999999999997,59,1,150,68787.90341666667,0.0,-177.23555555555552,-3.0,-9.0,-57609.4861
1545,45528,4,38.85444444444445,56,1,141,11178.417316666668,0.0,4.266666666666673,-2.0,-7.0,13914.625304875282
1545,45528,5,43.12111111111112,54,1,134,25093.04262154195,0.0,212.87888888888887,-3.0,-18.0,1911.2550532879832
1545,45528,6,256.0,51,1,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
1545,45528,7,256.0,49,1,110,28048.453125000004,0.0,33.0,5.0,8.0,4033.6315326530603
1545,45632,1,2.25,55,2,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
686,45576,3,10.889999999999999,59,1,150,68787.90341666667,0.0,8.470000000000004,-3.0,-9.0,-57609.4861
686,45576,4,19.360000000000003,56,1,141,11178.417316666668,0.0,8.729999999999997,-2.0,-7.0,13914.625304875282
1111,1617,1,492.84,55,1,159,45818.241388888884,0.0,50.05000000000001,-1.0,-3.0,-23314.871666666662
1111,1617,2,542.89,54,1,156,22503.36972222222,0.0,9.360000000000014,5.0,-6.0,46284.53369444444
1111,1617,3,552.25,59,1,150,68787.90341666667,0.0,0.0,-3.0,-9.0,-57609.4861
1111,1617,4,552.25,56,1,141,11178.417316666668,0.0,57.83999999999992,-2.0,-7.0,13914.625304875282
1111,1617,5,610.0899999999999,54,1,134,25093.04262154195,0.0,375.87,-3.0,-18.0,1911.2550532879832
1111,1617,6,985.9599999999999,51,1,116,27004.297674829933,0.0,371.9625000000002,-2.0,-6.0,1044.1554501700703
1111,1617,7,1357.9225000000001,49,1,110,28048.453125000004,0.0,543.0374999999999,5.0,8.0,4033.6315326530603
478,45614,1,6.25,55,2,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
478,45622,1,1.0,55,2,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
478,45622,2,1.0,54,2,156,22503.36972222222,0.0,0.9599999999999997,5.0,-6.0,46284.53369444444
478,45622,3,1.9599999999999997,59,2,150,68787.90341666667,0.0,0.29000000000000026,-3.0,-9.0,-57609.4861
478,45622,4,2.25,56,2,141,11178.417316666668,0.0,0.3100000000000005,-2.0,-7.0,13914.625304875282
478,45622,5,2.5600000000000005,54,2,134,25093.04262154195,0.0,0.6799999999999997,-3.0,-18.0,1911.2550532879832
478,45622,6,3.24,51,2,116,27004.297674829933,0.0,-0.35000000000000053,-2.0,-6.0,1044.1554501700703
478,45622,7,2.8899999999999997,49,2,110,28048.453125000004,-1.0,1.1100000000000003,5.0,8.0,4033.6315326530603
478,298122,3,1.6900000000000002,59,2,150,68787.90341666667,0.0,0.2699999999999996,-3.0,-9.0,-57609.4861
478,298122,4,1.9599999999999997,56,2,141,11178.417316666668,0.0,0.6000000000000008,-2.0,-7.0,13914.625304875282
478,298122,5,2.5600000000000005,54,2,134,25093.04262154195,0.0,0.6799999999999997,-3.0,-18.0,1911.2550532879832
478,298122,6,3.24,51,2,116,27004.297674829933,0.0,1.17,-2.0,-6.0,1044.1554501700703
871,45534,1,100.0,55,2,159,45818.241388888884,0.0,25.439999999999984,-1.0,-3.0,-23314.871666666662
871,45574,1,6.25,55,2,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
255,334896,5,1.0,54,1,134,25093.04262154195,0.0,0.9599999999999997,-3.0,-18.0,1911.2550532879832
255,334896,6,1.9599999999999997,51,1,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
671,45526,1,9.0,55,4,159,45818.241388888884,0.0,3.25,-1.0,-3.0,-23314.871666666662
671,45544,1,2.25,55,4,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
671,45581,1,1.0,55,4,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
671,45581,2,1.0,54,4,156,22503.36972222222,-2.0,3.0,5.0,-6.0,46284.53369444444
671,45581,3,4.0,59,2,150,68787.90341666667,1.0,1.7599999999999998,-3.0,-9.0,-57609.4861
671,45581,4,5.76,56,3,141,11178.417316666668,0.0,0.4900000000000002,-2.0,-7.0,13914.625304875282
671,45581,5,6.25,54,3,134,25093.04262154195,0.0,0.5100000000000007,-3.0,-18.0,1911.2550532879832
671,45581,6,6.760000000000001,51,3,116,27004.297674829933,0.0,0.5300000000000002,-2.0,-6.0,1044.1554501700703
671,45581,7,7.290000000000001,49,3,110,28048.453125000004,0.0,2.3200000000000003,5.0,8.0,4033.6315326530603
671,261798,2,1.0,54,4,156,22503.36972222222,-2.0,3.0,5.0,-6.0,46284.53369444444
671,261798,3,4.0,59,2,150,68787.90341666667,1.0,2.25,-3.0,-9.0,-57609.4861
671,322178,4,1.44,56,3,141,11178.417316666668,0.0,0.81,-2.0,-7.0,13914.625304875282
671,322178,5,2.25,54,3,134,25093.04262154195,0.0,0.0,-3.0,-18.0,1911.2550532879832
671,322178,6,2.25,51,3,116,27004.297674829933,0.0,0.3100000000000005,-2.0,-6.0,1044.1554501700703
671,322178,7,2.5600000000000005,49,3,110,28048.453125000004,0.0,-0.3100000000000005,5.0,8.0,4033.6315326530603
671,340964,5,1.0,54,3,134,25093.04262154195,0.0,0.6900000000000002,-3.0,-18.0,1911.2550532879832
671,340964,6,1.6900000000000002,51,3,116,27004.297674829933,0.0,0.8700000000000003,-2.0,-6.0,1044.1554501700703
671,340964,7,2.5600000000000005,49,3,110,28048.453125000004,0.0,2.7299999999999986,5.0,8.0,4033.6315326530603
435,45620,1,12.25,55,1,159,45818.241388888884,0.0,3.75,-1.0,-3.0,-23314.871666666662
435,45620,2,16.0,54,1,156,22503.36972222222,0.0,11.040000000000003,5.0,-6.0,46284.53369444444
435,45620,3,27.040000000000003,59,1,150,68787.90341666667,0.0,3.2099999999999973,-3.0,-9.0,-57609.4861
435,45620,4,30.25,56,1,141,11178.417316666668,0.0,2.240000000000002,-2.0,-7.0,13914.625304875282
435,45620,5,32.49,54,1,134,25093.04262154195,0.0,-1.130000000000006,-3.0,-18.0,1911.2550532879832
1169,1616,1,1361.61,55,4,159,45818.241388888884,0.0,74.79999999999995,-1.0,-3.0,-23314.871666666662
1169,45554,1,2.25,55,4,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1169,45623,1,49.0,55,4,159,45818.241388888884,0.0,2.8400000000000034,-1.0,-3.0,-23314.871666666662
1169,45623,2,51.84,54,4,156,22503.36972222222,0.0,12.159999999999997,5.0,-6.0,46284.53369444444
1169,45623,3,64.0,59,4,150,68787.90341666667,0.0,9.959999999999994,-3.0,-9.0,-57609.4861
1169,45623,4,73.96,56,4,141,11178.417316666668,1.0,1.7299999999999898,-2.0,-7.0,13914.625304875282
1169,45623,5,75.68999999999998,54,5,134,25093.04262154195,0.0,5.3100000000000165,-3.0,-18.0,1911.2550532879832
1169,45623,6,81.0,51,5,116,27004.297674829933,-1.0,3.6399999999999864,-2.0,-6.0,1044.1554501700703
1169,45623,7,84.63999999999999,49,4,110,28048.453125000004,1.0,0.0,5.0,8.0,4033.6315326530603
1169,45658,1,4.0,55,4,159,45818.241388888884,0.0,2.25,-1.0,-3.0,-23314.871666666662
1169,45658,2,6.25,54,4,156,22503.36972222222,0.0,-3.6899999999999995,5.0,-6.0,46284.53369444444
1169,45658,3,2.5600000000000005,59,4,150,68787.90341666667,0.0,6.4399999999999995,-3.0,-9.0,-57609.4861
1169,45658,4,9.0,56,4,141,11178.417316666668,1.0,0.0,-2.0,-7.0,13914.625304875282
1169,45658,5,9.0,54,5,134,25093.04262154195,0.0,-0.5899999999999999,-3.0,-18.0,1911.2550532879832
1169,298130,3,1.9599999999999997,59,4,150,68787.90341666667,0.0,0.29000000000000026,-3.0,-9.0,-57609.4861
1169,298130,4,2.25,56,4,141,11178.417316666668,1.0,0.3100000000000005,-2.0,-7.0,13914.625304875282
1169,298130,5,2.5600000000000005,54,5,134,25093.04262154195,0.0,0.3299999999999992,-3.0,-18.0,1911.2550532879832
1169,298130,6,2.8899999999999997,51,5,116,27004.297674829933,-1.0,1.1100000000000003,-2.0,-6.0,1044.1554501700703
1169,298130,7,4.0,49,4,110,28048.453125000004,1.0,0.0,5.0,8.0,4033.6315326530603
1169,298143,3,2.8899999999999997,59,4,150,68787.90341666667,0.0,1.5200000000000005,-3.0,-9.0,-57609.4861
1169,298143,4,4.41,56,4,141,11178.417316666668,1.0,3.429999999999999,-2.0,-7.0,13914.625304875282
1169,298143,5,7.839999999999999,54,5,134,25093.04262154195,0.0,5.850000000000002,-3.0,-18.0,1911.2550532879832
1169,298143,6,13.690000000000001,51,5,116,27004.297674829933,-1.0,0.7499999999999982,-2.0,-6.0,1044.1554501700703
1169,298143,7,14.44,49,4,110,28048.453125000004,1.0,4.9200000000000035,5.0,8.0,4033.6315326530603
1169,322183,5,2.5600000000000005,54,5,134,25093.04262154195,0.0,0.0,-3.0,-18.0,1911.2550532879832
1169,322183,6,2.5600000000000005,51,5,116,27004.297674829933,-1.0,0.3299999999999992,-2.0,-6.0,1044.1554501700703
1169,322183,7,2.8899999999999997,49,4,110,28048.453125000004,1.0,0.0,5.0,8.0,4033.6315326530603
1661,1615,1,40000.0,55,1,159,45818.241388888884,0.0,-24124.0,-1.0,-3.0,-23314.871666666662
1661,1615,2,15876.0,54,1,156,22503.36972222222,0.0,47401.402500000004,5.0,-6.0,46284.53369444444
1661,1615,3,63277.402500000004,59,1,150,68787.90341666667,0.0,-57999.380000000005,-3.0,-9.0,-57609.4861
1661,1615,4,5278.022500000001,56,1,141,11178.417316666668,0.0,13326.937500000002,-2.0,-7.0,13914.625304875282
1661,1615,5,18604.960000000003,54,1,134,25093.04262154195,0.0,660.4799999999996,-3.0,-18.0,1911.2550532879832
1661,1615,6,19265.440000000002,51,1,116,27004.297674829933,0.0,306.5699999999997,-2.0,-6.0,1044.1554501700703
1661,1615,7,19572.010000000002,49,1,110,28048.453125000004,0.0,3168.630000000001,5.0,8.0,4033.6315326530603
958,45611,1,9.0,55,2,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
958,45611,2,9.0,54,2,156,22503.36972222222,0.0,6.209999999999999,5.0,-6.0,46284.53369444444
958,45611,3,15.209999999999999,59,2,150,68787.90341666667,0.0,-5.2875,-3.0,-9.0,-57609.4861
958,45611,4,9.9225,56,2,141,11178.417316666668,0.0,9.437500000000004,-2.0,-7.0,13914.625304875282
958,45611,5,19.360000000000003,54,2,134,25093.04262154195,-1.0,0.0,-3.0,-18.0,1911.2550532879832
958,45611,6,19.360000000000003,51,1,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
958,45611,7,19.360000000000003,49,1,110,28048.453125000004,0.0,5.639999999999997,5.0,8.0,4033.6315326530603
958,45656,1,1.0,55,2,159,45818.241388888884,0.0,1.25,-1.0,-3.0,-23314.871666666662
958,45656,2,2.25,54,2,156,22503.36972222222,0.0,1.3599999999999999,5.0,-6.0,46284.53369444444
958,45656,3,3.61,59,2,150,68787.90341666667,0.0,0.8000000000000003,-3.0,-9.0,-57609.4861
958,45656,4,4.41,56,2,141,11178.417316666668,0.0,1.5925000000000011,-2.0,-7.0,13914.625304875282
1040,45570,1,4.0,55,1,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1040,45570,2,4.0,54,1,156,22503.36972222222,0.0,1.2899999999999991,5.0,-6.0,46284.53369444444
1040,45570,3,5.289999999999999,59,1,150,68787.90341666667,0.0,0.47000000000000064,-3.0,-9.0,-57609.4861
1040,45570,4,5.76,56,1,141,11178.417316666668,0.0,0.0,-2.0,-7.0,13914.625304875282
1040,45570,5,5.76,54,1,134,25093.04262154195,0.0,0.4900000000000002,-3.0,-18.0,1911.2550532879832
1040,45570,6,6.25,51,1,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
1040,45570,7,6.25,49,1,110,28048.453125000004,0.0,0.0,5.0,8.0,4033.6315326530603
358,1618,1,388.09,55,1,159,45818.241388888884,0.0,74.16000000000003,-1.0,-3.0,-23314.871666666662
358,1618,2,462.25,54,1,156,22503.36972222222,0.0,99.43999999999994,5.0,-6.0,46284.53369444444
358,1618,3,561.6899999999999,59,1,150,68787.90341666667,0.0,114.31000000000006,-3.0,-9.0,-57609.4861
358,1618,4,676.0,56,1,141,11178.417316666668,0.0,47.6099999999999,-2.0,-7.0,13914.625304875282
358,1618,5,723.6099999999999,54,1,134,25093.04262154195,0.0,88.6400000000001,-3.0,-18.0,1911.2550532879832
358,1618,6,812.25,51,1,116,27004.297674829933,0.0,81.75999999999988,-2.0,-6.0,1044.1554501700703
358,1618,7,894.0099999999999,49,1,110,28048.453125000004,0.0,18.030000000000086,5.0,8.0,4033.6315326530603
360,261792,2,1.0,54,1,156,22503.36972222222,0.0,11.96,5.0,-6.0,46284.53369444444
360,261792,3,12.96,59,1,150,68787.90341666667,0.0,5.529999999999998,-3.0,-9.0,-57609.4861
360,261792,4,18.49,56,1,141,11178.417316666668,0.0,0.0,-2.0,-7.0,13914.625304875282
360,261792,5,18.49,54,1,134,25093.04262154195,0.0,0.0,-3.0,-18.0,1911.2550532879832
361,45549,1,4.0,55,4,159,45818.241388888884,-1.0,2.25,-1.0,-3.0,-23314.871666666662
361,45549,2,6.25,54,3,156,22503.36972222222,0.0,3.990000000000002,5.0,-6.0,46284.53369444444
361,45549,3,10.240000000000002,59,3,150,68787.90341666667,1.0,1.3199999999999967,-3.0,-9.0,-57609.4861
361,45549,4,11.559999999999999,56,4,141,11178.417316666668,0.0,0.6900000000000013,-2.0,-7.0,13914.625304875282
361,45549,5,12.25,54,4,134,25093.04262154195,-1.0,2.1899999999999995,-3.0,-18.0,1911.2550532879832
361,45549,6,14.44,51,3,116,27004.297674829933,0.0,0.7699999999999996,-2.0,-6.0,1044.1554501700703
361,45559,1,4.0,55,4,159,45818.241388888884,-1.0,0.0,-1.0,-3.0,-23314.871666666662
361,45559,2,4.0,54,3,156,22503.36972222222,0.0,3.290000000000001,5.0,-6.0,46284.53369444444
361,45559,3,7.290000000000001,59,3,150,68787.90341666667,1.0,-0.5300000000000002,-3.0,-9.0,-57609.4861
361,45559,4,6.760000000000001,56,4,141,11178.417316666668,0.0,0.0,-2.0,-7.0,13914.625304875282
361,45649,1,4.0,55,4,159,45818.241388888884,-1.0,5.0,-1.0,-3.0,-23314.871666666662
361,45649,2,9.0,54,3,156,22503.36972222222,0.0,1.8899999999999988,5.0,-6.0,46284.53369444444
361,45649,3,10.889999999999999,59,3,150,68787.90341666667,1.0,1.3600000000000012,-3.0,-9.0,-57609.4861
361,45649,4,12.25,56,4,141,11178.417316666668,0.0,0.0,-2.0,-7.0,13914.625304875282
361,45649,5,12.25,54,4,134,25093.04262154195,-1.0,0.0,-3.0,-18.0,1911.2550532879832
361,45649,6,12.25,51,3,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
361,45649,7,12.25,49,3,110,28048.453125000004,0.0,0.0,5.0,8.0,4033.6315326530603
361,322177,4,1.6900000000000002,56,4,141,11178.417316666668,0.0,0.5599999999999998,-2.0,-7.0,13914.625304875282
361,322177,5,2.25,54,4,134,25093.04262154195,-1.0,-0.29000000000000026,-3.0,-18.0,1911.2550532879832
361,322177,6,1.9599999999999997,51,3,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
361,322177,7,1.9599999999999997,49,3,110,28048.453125000004,0.0,1.6500000000000001,5.0,8.0,4033.6315326530603
362,45532,1,4.0,55,16,159,45818.241388888884,-2.0,0.0,-1.0,-3.0,-23314.871666666662
362,45532,2,4.0,54,14,156,22503.36972222222,-2.0,-1.75,5.0,-6.0,46284.53369444444
362,45532,3,2.25,59,12,150,68787.90341666667,1.0,0.9900000000000002,-3.0,-9.0,-57609.4861
362,45532,4,3.24,56,13,141,11178.417316666668,-2.0,0.7599999999999998,-2.0,-7.0,13914.625304875282
362,45532,5,4.0,54,11,134,25093.04262154195,0.0,0.41000000000000014,-3.0,-18.0,1911.2550532879832
362,45532,6,4.41,51,11,116,27004.297674829933,-3.0,0.0,-2.0,-6.0,1044.1554501700703
362,45532,7,4.41,49,8,110,28048.453125000004,-2.0,2.3500000000000005,5.0,8.0,4033.6315326530603
362,45543,1,6.25,55,16,159,45818.241388888884,-2.0,0.0,-1.0,-3.0,-23314.871666666662
362,45545,1,1.0,55,16,159,45818.241388888884,-2.0,0.0,-1.0,-3.0,-23314.871666666662
362,45553,1,56.25,55,16,159,45818.241388888884,-2.0,41.760000000000005,-1.0,-3.0,-23314.871666666662
362,45553,2,98.01,54,14,156,22503.36972222222,-2.0,3.999999999999986,5.0,-6.0,46284.53369444444
362,45553,3,102.00999999999999,59,12,150,68787.90341666667,1.0,61.83000000000004,-3.0,-9.0,-57609.4861
362,45553,4,163.84000000000003,56,13,141,11178.417316666668,-2.0,82.64999999999995,-2.0,-7.0,13914.625304875282
362,45553,5,246.48999999999998,54,11,134,25093.04262154195,0.0,70.35000000000005,-3.0,-18.0,1911.2550532879832
362,45553,6,316.84000000000003,51,11,116,27004.297674829933,-3.0,44.15999999999997,-2.0,-6.0,1044.1554501700703
362,45553,7,361.0,49,8,110,28048.453125000004,-2.0,101.25,5.0,8.0,4033.6315326530603
362,45561,1,4.0,55,16,159,45818.241388888884,-2.0,2.25,-1.0,-3.0,-23314.871666666662
362,45561,2,6.25,54,14,156,22503.36972222222,-2.0,21.84,5.0,-6.0,46284.53369444444
362,45561,3,28.09,59,12,150,68787.90341666667,1.0,4.400000000000002,-3.0,-9.0,-57609.4861
362,45561,4,32.49,56,13,141,11178.417316666668,-2.0,1.1499999999999986,-2.0,-7.0,13914.625304875282
362,45561,5,33.64,54,11,134,25093.04262154195,0.0,3.569999999999993,-3.0,-18.0,1911.2550532879832
362,45561,6,37.209999999999994,51,11,116,27004.297674829933,-3.0,-6.959999999999994,-2.0,-6.0,1044.1554501700703
362,45561,7,30.25,49,8,110,28048.453125000004,-2.0,0.0,5.0,8.0,4033.6315326530603
362,45583,1,20.25,55,16,159,45818.241388888884,-2.0,10.0,-1.0,-3.0,-23314.871666666662
362,45583,2,30.25,54,14,156,22503.36972222222,-2.0,18.75,5.0,-6.0,46284.53369444444
362,45583,3,49.0,59,12,150,68787.90341666667,1.0,19.890000000000015,-3.0,-9.0,-57609.4861
362,45583,4,68.89000000000001,56,13,141,11178.417316666668,-2.0,0.0,-2.0,-7.0,13914.625304875282
362,45583,5,68.89000000000001,54,11,134,25093.04262154195,0.0,-3.2800000000000153,-3.0,-18.0,1911.2550532879832
362,45597,1,30.25,55,16,159,45818.241388888884,-2.0,6.959999999999994,-1.0,-3.0,-23314.871666666662
362,45597,2,37.209999999999994,54,14,156,22503.36972222222,-2.0,22.080000000000013,5.0,-6.0,46284.53369444444
362,45597,3,59.290000000000006,59,12,150,68787.90341666667,1.0,4.709999999999994,-3.0,-9.0,-57609.4861
362,45597,4,64.0,56,13,141,11178.417316666668,-2.0,8.25,-2.0,-7.0,13914.625304875282
362,45597,5,72.25,54,11,134,25093.04262154195,0.0,12.389999999999986,-3.0,-18.0,1911.2550532879832
362,45597,6,84.63999999999999,51,11,116,27004.297674829933,-3.0,1.8500000000000227,-2.0,-6.0,1044.1554501700703
362,45597,7,86.49000000000001,49,8,110,28048.453125000004,-2.0,32.31999999999999,5.0,8.0,4033.6315326530603
362,45603,1,20.25,55,16,159,45818.241388888884,-2.0,4.75,-1.0,-3.0,-23314.871666666662
362,45603,2,25.0,54,14,156,22503.36972222222,-2.0,25.409999999999997,5.0,-6.0,46284.53369444444
362,45603,3,50.41,59,12,150,68787.90341666667,1.0,4.3500000000000085,-3.0,-9.0,-57609.4861
362,45603,4,54.760000000000005,56,13,141,11178.417316666668,-2.0,19.19999999999999,-2.0,-7.0,13914.625304875282
