species,TreeID,census,e,S_t,n,N_t,E_t,dn,de,dS,dN,dE
362,45603,5,73.96,54,11,134,25093.04262154195,0.0,58.290000000000006,-3.0,-18.0,1911.2550532879832
362,45603,6,132.25,51,11,116,27004.297674829933,-3.0,34.16,-2.0,-6.0,1044.1554501700703
362,45606,1,2.25,55,16,159,45818.241388888884,-2.0,1.75,-1.0,-3.0,-23314.871666666662
362,45606,2,4.0,54,14,156,22503.36972222222,-2.0,17.159999999999997,5.0,-6.0,46284.53369444444
362,45606,3,21.159999999999997,59,12,150,68787.90341666667,1.0,3.8400000000000034,-3.0,-9.0,-57609.4861
362,45606,4,25.0,56,13,141,11178.417316666668,-2.0,0.0,-2.0,-7.0,13914.625304875282
362,45621,1,2.25,55,16,159,45818.241388888884,-2.0,0.0,-1.0,-3.0,-23314.871666666662
362,45621,2,2.25,54,14,156,22503.36972222222,-2.0,3.039999999999999,5.0,-6.0,46284.53369444444
362,45621,3,5.289999999999999,59,12,150,68787.90341666667,1.0,0.0,-3.0,-9.0,-57609.4861
362,45625,1,1.0,55,16,159,45818.241388888884,-2.0,0.0,-1.0,-3.0,-23314.871666666662
362,45625,2,1.0,54,14,156,22503.36972222222,-2.0,0.9599999999999997,5.0,-6.0,46284.53369444444
362,45625,3,1.9599999999999997,59,12,150,68787.90341666667,1.0,-0.5199999999999998,-3.0,-9.0,-57609.4861
362,45631,1,2.25,55,16,159,45818.241388888884,-2.0,0.8125,-1.0,-3.0,-23314.871666666662
362,45631,2,3.0625,54,14,156,22503.36972222222,-2.0,16.297500000000003,5.0,-6.0,46284.53369444444
362,45631,3,19.360000000000003,59,12,150,68787.90341666667,1.0,4.650000000000002,-3.0,-9.0,-57609.4861
362,45631,4,24.010000000000005,56,13,141,11178.417316666668,-2.0,1.999999999999993,-2.0,-7.0,13914.625304875282
362,45631,5,26.009999999999998,54,11,134,25093.04262154195,0.0,5.349999999999998,-3.0,-18.0,1911.2550532879832
362,45631,6,31.359999999999996,51,11,116,27004.297674829933,-3.0,0.0,-2.0,-6.0,1044.1554501700703
362,45631,7,31.359999999999996,49,8,110,28048.453125000004,-2.0,3.4500000000000064,5.0,8.0,4033.6315326530603
362,45634,1,64.0,55,16,159,45818.241388888884,-2.0,20.639999999999986,-1.0,-3.0,-23314.871666666662
362,45634,2,84.63999999999999,54,14,156,22503.36972222222,-2.0,17.370000000000005,5.0,-6.0,46284.53369444444
362,45634,3,102.00999999999999,59,12,150,68787.90341666667,1.0,30.24000000000001,-3.0,-9.0,-57609.4861
362,45634,4,132.25,56,13,141,11178.417316666668,-2.0,86.79000000000002,-2.0,-7.0,13914.625304875282
362,45634,5,219.04000000000002,54,11,134,25093.04262154195,0.0,66.56999999999994,-3.0,-18.0,1911.2550532879832
362,45634,6,285.60999999999996,51,11,116,27004.297674829933,-3.0,6.800000000000068,-2.0,-6.0,1044.1554501700703
362,47724,1,4.0,55,16,159,45818.241388888884,-2.0,0.0,-1.0,-3.0,-23314.871666666662
362,47724,2,4.0,54,14,156,22503.36972222222,-2.0,5.610000000000001,5.0,-6.0,46284.53369444444
362,47724,3,9.610000000000001,59,12,150,68787.90341666667,1.0,0.0,-3.0,-9.0,-57609.4861
362,47724,4,9.610000000000001,56,13,141,11178.417316666668,-2.0,0.6300000000000008,-2.0,-7.0,13914.625304875282
362,47724,5,10.240000000000002,54,11,134,25093.04262154195,0.0,0.0,-3.0,-18.0,1911.2550532879832
362,47724,6,10.240000000000002,51,11,116,27004.297674829933,-3.0,2.719999999999999,-2.0,-6.0,1044.1554501700703
362,47724,7,12.96,49,8,110,28048.453125000004,-2.0,-11.000000000000002,5.0,8.0,4033.6315326530603
362,322181,4,1.2100000000000002,56,13,141,11178.417316666668,-2.0,0.22999999999999976,-2.0,-7.0,13914.625304875282
362,322181,5,1.44,54,11,134,25093.04262154195,0.0,-0.22999999999999976,-3.0,-18.0,1911.2550532879832
762,45552,1,4.0,55,3,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
762,45552,2,4.0,54,3,156,22503.36972222222,1.0,1.2899999999999991,5.0,-6.0,46284.53369444444
762,45552,3,5.289999999999999,59,4,150,68787.90341666667,0.0,0.0,-3.0,-9.0,-57609.4861
762,45552,4,5.289999999999999,56,4,141,11178.417316666668,0.0,0.0,-2.0,-7.0,13914.625304875282
762,45637,1,2.25,55,3,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
762,45637,2,2.25,54,3,156,22503.36972222222,1.0,4.0,5.0,-6.0,46284.53369444444
762,45637,3,6.25,59,4,150,68787.90341666667,0.0,1.040000000000001,-3.0,-9.0,-57609.4861
762,45637,4,7.290000000000001,56,4,141,11178.417316666668,0.0,0.0,-2.0,-7.0,13914.625304875282
762,45637,5,7.290000000000001,54,4,134,25093.04262154195,-1.0,0.549999999999998,-3.0,-18.0,1911.2550532879832
762,45637,6,7.839999999999999,51,3,116,27004.297674829933,-1.0,0.0,-2.0,-6.0,1044.1554501700703
762,45662,1,36.0,55,3,159,45818.241388888884,0.0,10.239999999999995,-1.0,-3.0,-23314.871666666662
762,45662,2,46.239999999999995,54,3,156,22503.36972222222,1.0,7.050000000000004,5.0,-6.0,46284.53369444444
762,45662,3,53.29,59,4,150,68787.90341666667,0.0,1.470000000000006,-3.0,-9.0,-57609.4861
762,45662,4,54.760000000000005,56,4,141,11178.417316666668,0.0,10.849999999999994,-2.0,-7.0,13914.625304875282
762,45662,5,65.61,54,4,134,25093.04262154195,-1.0,13.600000000000009,-3.0,-18.0,1911.2550532879832
762,298154,3,1.44,59,4,150,68787.90341666667,0.0,0.9625000000000004,-3.0,-9.0,-57609.4861
762,298154,4,2.4025000000000003,56,4,141,11178.417316666668,0.0,1.7999999999999994,-2.0,-7.0,13914.625304875282
762,298154,5,4.2025,54,4,134,25093.04262154195,-1.0,1.8000000000000016,-3.0,-18.0,1911.2550532879832
762,298154,6,6.002500000000001,51,3,116,27004.297674829933,-1.0,4.8874999999999975,-2.0,-6.0,1044.1554501700703
762,298154,7,10.889999999999999,49,2,110,28048.453125000004,-1.0,3.5500000000000007,5.0,8.0,4033.6315326530603
771,45566,1,1.0,55,3,159,45818.241388888884,2.0,0.0,-1.0,-3.0,-23314.871666666662
771,45635,1,1.0,55,3,159,45818.241388888884,2.0,0.0,-1.0,-3.0,-23314.871666666662
771,45635,2,1.0,54,5,156,22503.36972222222,-3.0,2.24,5.0,-6.0,46284.53369444444
771,45636,1,1.0,55,3,159,45818.241388888884,2.0,0.3611111111111107,-1.0,-3.0,-23314.871666666662
771,45636,2,1.3611111111111107,54,5,156,22503.36972222222,-3.0,0.07888888888888923,5.0,-6.0,46284.53369444444
326,261791,2,1.0,54,1,156,22503.36972222222,0.0,0.9599999999999997,5.0,-6.0,46284.53369444444
326,261791,3,1.9599999999999997,59,1,150,68787.90341666667,0.0,0.29000000000000026,-3.0,-9.0,-57609.4861
326,261791,4,2.25,56,1,141,11178.417316666668,1.0,0.0,-2.0,-7.0,13914.625304875282
326,340966,5,1.0,54,2,134,25093.04262154195,-1.0,0.2100000000000002,-3.0,-18.0,1911.2550532879832
326,340966,6,1.2100000000000002,51,1,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
326,340966,7,1.2100000000000002,49,1,110,28048.453125000004,0.0,0.0,5.0,8.0,4033.6315326530603
172,45569,1,12.25,55,1,159,45818.241388888884,1.0,0.0,-1.0,-3.0,-23314.871666666662
172,45569,2,12.25,54,2,156,22503.36972222222,0.0,31.309999999999995,5.0,-6.0,46284.53369444444
172,45569,3,43.559999999999995,59,2,150,68787.90341666667,0.0,11.20000000000001,-3.0,-9.0,-57609.4861
172,45569,4,54.760000000000005,56,2,141,11178.417316666668,0.0,4.530000000000001,-2.0,-7.0,13914.625304875282
172,45569,5,59.290000000000006,54,2,134,25093.04262154195,0.0,3.1199999999999974,-3.0,-18.0,1911.2550532879832
172,45569,6,62.410000000000004,51,2,116,27004.297674829933,-1.0,6.480000000000011,-2.0,-6.0,1044.1554501700703
172,45569,7,68.89000000000001,49,1,110,28048.453125000004,0.0,12.109999999999985,5.0,8.0,4033.6315326530603
172,261800,2,1.0,54,2,156,22503.36972222222,0.0,1.8899999999999997,5.0,-6.0,46284.53369444444
172,261800,3,2.8899999999999997,59,2,150,68787.90341666667,0.0,3.870000000000001,-3.0,-9.0,-57609.4861
172,261800,4,6.760000000000001,56,2,141,11178.417316666668,0.0,0.0,-2.0,-7.0,13914.625304875282
172,261800,5,6.760000000000001,54,2,134,25093.04262154195,0.0,0.5300000000000002,-3.0,-18.0,1911.2550532879832
33,45615,1,1.0,55,1,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
33,45615,2,1.0,54,1,156,22503.36972222222,0.0,0.2100000000000002,5.0,-6.0,46284.53369444444
33,45615,3,1.2100000000000002,59,1,150,68787.90341666667,0.0,0.0,-3.0,-9.0,-57609.4861
33,45615,4,1.2100000000000002,56,1,141,11178.417316666668,0.0,0.0,-2.0,-7.0,13914.625304875282
33,45615,5,1.2100000000000002,54,1,134,25093.04262154195,0.0,0.22999999999999976,-3.0,-18.0,1911.2550532879832
33,476185,7,1.0,49,2,110,28048.453125000004,0.0,0.6900000000000002,5.0,8.0,4033.6315326530603
33,476186,7,1.0,49,2,110,28048.453125000004,0.0,0.43999999999999995,5.0,8.0,4033.6315326530603
379,45524,1,72.25,55,7,159,45818.241388888884,0.0,10.559999999999988,-1.0,-3.0,-23314.871666666662
379,45524,2,82.80999999999999,54,7,156,22503.36972222222,1.0,33.83000000000003,5.0,-6.0,46284.53369444444
379,45524,3,116.64000000000001,59,8,150,68787.90341666667,-1.0,13.319999999999993,-3.0,-9.0,-57609.4861
379,45524,4,129.96,56,7,141,11178.417316666668,1.0,0.0,-2.0,-7.0,13914.625304875282
379,45524,5,129.96,54,8,134,25093.04262154195,0.0,2.289999999999992,-3.0,-18.0,1911.2550532879832
379,45524,6,132.25,51,8,116,27004.297674829933,0.0,2.3100000000000023,-2.0,-6.0,1044.1554501700703
379,45524,7,134.56,49,8,110,28048.453125000004,0.0,2.329999999999984,5.0,8.0,4033.6315326530603
379,45580,1,16.0,55,7,159,45818.241388888884,0.0,4.25,-1.0,-3.0,-23314.871666666662
379,45580,2,20.25,54,7,156,22503.36972222222,1.0,-3.4400000000000013,5.0,-6.0,46284.53369444444
379,45588,1,16.0,55,7,159,45818.241388888884,0.0,4.25,-1.0,-3.0,-23314.871666666662
379,45588,2,20.25,54,7,156,22503.36972222222,1.0,25.989999999999995,5.0,-6.0,46284.53369444444
379,45588,3,46.239999999999995,59,8,150,68787.90341666667,-1.0,5.6000000000000085,-3.0,-9.0,-57609.4861
379,45588,4,51.84,56,7,141,11178.417316666668,1.0,4.409999999999997,-2.0,-7.0,13914.625304875282
379,45588,5,56.25,54,8,134,25093.04262154195,0.0,0.0,-3.0,-18.0,1911.2550532879832
379,45588,6,56.25,51,8,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
379,45588,7,56.25,49,8,110,28048.453125000004,0.0,0.0,5.0,8.0,4033.6315326530603
379,45594,1,2.25,55,7,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
379,45594,2,2.25,54,7,156,22503.36972222222,1.0,0.20444444444444443,5.0,-6.0,46284.53369444444
379,45594,3,2.4544444444444444,59,8,150,68787.90341666667,-1.0,0.10555555555555607,-3.0,-9.0,-57609.4861
379,45594,4,2.5600000000000005,56,7,141,11178.417316666668,1.0,0.8624999999999998,-2.0,-7.0,13914.625304875282
379,45594,5,3.4225000000000003,54,8,134,25093.04262154195,0.0,0.9874999999999998,-3.0,-18.0,1911.2550532879832
379,45594,6,4.41,51,8,116,27004.297674829933,0.0,0.4300000000000006,-2.0,-6.0,1044.1554501700703
379,45594,7,4.840000000000001,49,8,110,28048.453125000004,0.0,14.520000000000003,5.0,8.0,4033.6315326530603
379,45600,1,42.25,55,7,159,45818.241388888884,0.0,121.59000000000003,-1.0,-3.0,-23314.871666666662
379,45600,2,163.84000000000003,54,7,156,22503.36972222222,1.0,5.159999999999968,5.0,-6.0,46284.53369444444
379,45600,3,169.0,59,8,150,68787.90341666667,-1.0,44.16,-3.0,-9.0,-57609.4861
379,45600,4,213.16,56,7,141,11178.417316666668,1.0,2.9299999999999784,-2.0,-7.0,13914.625304875282
379,45600,5,216.08999999999997,54,8,134,25093.04262154195,0.0,21.07000000000005,-3.0,-18.0,1911.2550532879832
379,45600,6,237.16000000000003,51,8,116,27004.297674829933,0.0,31.799999999999955,-2.0,-6.0,1044.1554501700703
379,45600,7,268.96,49,8,110,28048.453125000004,0.0,58.65000000000009,5.0,8.0,4033.6315326530603
379,45618,1,7.5625,55,7,159,45818.241388888884,0.0,8.4375,-1.0,-3.0,-23314.871666666662
379,45618,2,16.0,54,7,156,22503.36972222222,1.0,18.810000000000002,5.0,-6.0,46284.53369444444
379,45618,3,34.81,59,8,150,68787.90341666667,-1.0,8.749999999999993,-3.0,-9.0,-57609.4861
379,45618,4,43.559999999999995,56,7,141,11178.417316666668,1.0,11.20000000000001,-2.0,-7.0,13914.625304875282
379,45618,5,54.760000000000005,54,8,134,25093.04262154195,0.0,7.649999999999999,-3.0,-18.0,1911.2550532879832
379,45618,6,62.410000000000004,51,8,116,27004.297674829933,0.0,1.5899999999999963,-2.0,-6.0,1044.1554501700703
379,45618,7,64.0,49,8,110,28048.453125000004,0.0,18.809999999999988,5.0,8.0,4033.6315326530603
379,45626,1,2.25,55,7,159,45818.241388888884,0.0,1.75,-1.0,-3.0,-23314.871666666662
379,45626,2,4.0,54,7,156,22503.36972222222,1.0,-0.19750000000000023,5.0,-6.0,46284.53369444444
379,45626,3,3.8024999999999998,59,8,150,68787.90341666667,-1.0,2.4475000000000002,-3.0,-9.0,-57609.4861
379,45626,4,6.25,56,7,141,11178.417316666668,1.0,13.110000000000003,-2.0,-7.0,13914.625304875282
379,45626,5,19.360000000000003,54,8,134,25093.04262154195,0.0,7.68,-3.0,-18.0,1911.2550532879832
379,45626,6,27.040000000000003,51,8,116,27004.297674829933,0.0,4.319999999999993,-2.0,-6.0,1044.1554501700703
379,45626,7,31.359999999999996,49,8,110,28048.453125000004,0.0,13.530000000000005,5.0,8.0,4033.6315326530603
379,298124,3,2.25,59,8,150,68787.90341666667,-1.0,0.6399999999999997,-3.0,-9.0,-57609.4861
379,298124,4,2.8899999999999997,56,7,141,11178.417316666668,1.0,0.35000000000000053,-2.0,-7.0,13914.625304875282
379,298124,5,3.24,54,8,134,25093.04262154195,0.0,0.0,-3.0,-18.0,1911.2550532879832
379,298124,6,3.24,51,8,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
379,298124,7,3.24,49,8,110,28048.453125000004,0.0,2.049999999999999,5.0,8.0,4033.6315326530603
379,340967,5,1.6900000000000002,54,8,134,25093.04262154195,0.0,1.1999999999999995,-3.0,-18.0,1911.2550532879832
379,340967,6,2.8899999999999997,51,8,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
379,340967,7,2.8899999999999997,49,8,110,28048.453125000004,0.0,0.35000000000000053,5.0,8.0,4033.6315326530603
738,298153,3,1.2100000000000002,59,1,150,68787.90341666667,0.0,8.4,-3.0,-9.0,-57609.4861
738,298153,4,9.610000000000001,56,1,141,11178.417316666668,0.0,2.639999999999999,-2.0,-7.0,13914.625304875282
750,45616,1,20.25,55,1,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
750,45616,2,20.25,54,1,156,22503.36972222222,0.0,10.0,5.0,-6.0,46284.53369444444
750,45616,3,30.25,59,1,150,68787.90341666667,0.0,-1.0899999999999963,-3.0,-9.0,-57609.4861
158,45525,1,90.25,55,1,159,45818.241388888884,0.0,13.789999999999992,-1.0,-3.0,-23314.871666666662
158,45525,2,104.03999999999999,54,1,156,22503.36972222222,0.0,-48.53749999999999,5.0,-6.0,46284.53369444444
158,45525,3,55.502500000000005,59,1,150,68787.90341666667,0.0,-25.98138888888889,-3.0,-9.0,-57609.4861
158,45525,4,29.521111111111114,56,1,141,11178.417316666668,0.0,0.7288888888888856,-2.0,-7.0,13914.625304875282
158,45525,5,30.25,54,1,134,25093.04262154195,0.0,29.8125,-3.0,-18.0,1911.2550532879832
158,45525,6,60.0625,51,1,116,27004.297674829933,0.0,-2.302500000000002,-2.0,-6.0,1044.1554501700703
158,45525,7,57.76,49,1,110,28048.453125000004,0.0,-46.369375,5.0,8.0,4033.6315326530603
465,45652,1,90.25,55,4,159,45818.241388888884,-2.0,0.0,-1.0,-3.0,-23314.871666666662
465,45652,2,90.25,54,2,156,22503.36972222222,0.0,7.760000000000005,5.0,-6.0,46284.53369444444
465,45657,1,81.0,55,4,159,45818.241388888884,-2.0,0.0,-1.0,-3.0,-23314.871666666662
465,45657,2,81.0,54,2,156,22503.36972222222,0.0,11.159999999999997,5.0,-6.0,46284.53369444444
1120,48440,1,1.0,55,1,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1120,48440,2,1.0,54,1,156,22503.36972222222,0.0,1.1025,5.0,-6.0,46284.53369444444
1120,48440,3,2.1025,59,1,150,68787.90341666667,0.0,0.14749999999999996,-3.0,-9.0,-57609.4861
1120,48440,4,2.25,56,1,141,11178.417316666668,0.0,0.3100000000000005,-2.0,-7.0,13914.625304875282
1120,48440,5,2.5600000000000005,54,1,134,25093.04262154195,0.0,0.3299999999999992,-3.0,-18.0,1911.2550532879832
1120,48440,6,2.8899999999999997,51,1,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
1120,48440,7,2.8899999999999997,49,1,110,28048.453125000004,0.0,-1.4499999999999997,5.0,8.0,4033.6315326530603
998,45550,1,6.25,55,3,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
998,45550,4,5.76,56,2,141,11178.417316666668,0.0,0.0,-2.0,-7.0,13914.625304875282
998,45550,5,5.76,54,2,134,25093.04262154195,0.0,1.0000000000000009,-3.0,-18.0,1911.2550532879832
998,45550,6,6.760000000000001,51,2,116,27004.297674829933,0.0,0.5300000000000002,-2.0,-6.0,1044.1554501700703
998,45550,7,7.290000000000001,49,2,110,28048.453125000004,0.0,1.1199999999999992,5.0,8.0,4033.6315326530603
998,45573,1,12.25,55,3,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
998,45641,1,4.0,55,3,159,45818.241388888884,0.0,2.25,-1.0,-3.0,-23314.871666666662
998,45641,2,6.25,54,3,156,22503.36972222222,-2.0,6.710000000000001,5.0,-6.0,46284.53369444444
998,45641,3,12.96,59,1,150,68787.90341666667,1.0,-0.7100000000000009,-3.0,-9.0,-57609.4861
998,45641,4,12.25,56,2,141,11178.417316666668,0.0,0.7100000000000009,-2.0,-7.0,13914.625304875282
998,45641,5,12.96,54,2,134,25093.04262154195,0.0,2.2499999999999982,-3.0,-18.0,1911.2550532879832
998,45641,6,15.209999999999999,51,2,116,27004.297674829933,0.0,0.0,-2.0,-6.0,1044.1554501700703
998,45641,7,15.209999999999999,49,2,110,28048.453125000004,0.0,1.5999999999999996,5.0,8.0,4033.6315326530603
1155,45562,1,1.0,55,2,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1155,45562,2,1.0,54,2,156,22503.36972222222,1.0,0.43999999999999995,5.0,-6.0,46284.53369444444
1155,45562,3,1.44,59,3,150,68787.90341666667,0.0,0.81,-3.0,-9.0,-57609.4861
1155,45562,4,2.25,56,3,141,11178.417316666668,0.0,-0.29000000000000026,-2.0,-7.0,13914.625304875282
1155,45633,1,1.0,55,2,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1155,45633,2,1.0,54,2,156,22503.36972222222,1.0,3.8400000000000007,5.0,-6.0,46284.53369444444
1155,45633,3,4.840000000000001,59,3,150,68787.90341666667,0.0,1.92,-3.0,-9.0,-57609.4861
1155,45633,4,6.760000000000001,56,3,141,11178.417316666668,0.0,0.0,-2.0,-7.0,13914.625304875282
1155,45633,5,6.760000000000001,54,3,134,25093.04262154195,-2.0,1.6499999999999995,-3.0,-18.0,1911.2550532879832
1155,45633,6,8.41,51,1,116,27004.297674829933,0.0,0.5899999999999999,-2.0,-6.0,1044.1554501700703
1155,45633,7,9.0,49,1,110,28048.453125000004,0.0,1.8899999999999988,5.0,8.0,4033.6315326530603
1155,298142,3,1.2100000000000002,59,3,150,68787.90341666667,0.0,0.22999999999999976,-3.0,-9.0,-57609.4861
935,45565,1,9.0,55,2,159,45818.241388888884,0.0,3.25,-1.0,-3.0,-23314.871666666662
935,45565,2,12.25,54,2,156,22503.36972222222,-1.0,48.589999999999996,5.0,-6.0,46284.53369444444
935,45565,3,60.839999999999996,59,1,150,68787.90341666667,0.0,25.650000000000013,-3.0,-9.0,-57609.4861
935,45565,4,86.49000000000001,56,1,141,11178.417316666668,0.0,1.8700000000000045,-2.0,-7.0,13914.625304875282
935,45565,5,88.36000000000001,54,1,134,25093.04262154195,0.0,1.8899999999999864,-3.0,-18.0,1911.2550532879832
935,45565,6,90.25,51,1,116,27004.297674829933,0.0,9.75,-2.0,-6.0,1044.1554501700703
935,45565,7,100.0,49,1,110,28048.453125000004,1.0,82.25,5.0,8.0,4033.6315326530603
935,45645,1,81.0,55,2,159,45818.241388888884,0.0,7.360000000000014,-1.0,-3.0,-23314.871666666662
1576,45523,1,1.5625,55,25,159,45818.241388888884,0.0,0.6875,-1.0,-3.0,-23314.871666666662
1576,45523,2,2.25,54,25,156,22503.36972222222,0.0,0.6399999999999997,5.0,-6.0,46284.53369444444
1576,45523,3,2.8899999999999997,59,25,150,68787.90341666667,-3.0,0.0,-3.0,-9.0,-57609.4861
1576,45523,4,2.8899999999999997,56,22,141,11178.417316666668,-3.0,0.35000000000000053,-2.0,-7.0,13914.625304875282
1576,45523,5,3.24,54,19,134,25093.04262154195,-5.0,0.36999999999999966,-3.0,-18.0,1911.2550532879832
1576,45523,6,3.61,51,14,116,27004.297674829933,1.0,0.3900000000000001,-2.0,-6.0,1044.1554501700703
1576,45523,7,4.0,49,15,110,28048.453125000004,-2.0,3.290000000000001,5.0,8.0,4033.6315326530603
1576,45527,1,3.0625,55,25,159,45818.241388888884,0.0,2.0,-1.0,-3.0,-23314.871666666662
1576,45527,2,5.0625,54,25,156,22503.36972222222,0.0,1.96,5.0,-6.0,46284.53369444444
1576,45527,3,7.0225,59,25,150,68787.90341666667,-3.0,0.26750000000000096,-3.0,-9.0,-57609.4861
1576,45527,4,7.290000000000001,56,22,141,11178.417316666668,-3.0,0.549999999999998,-2.0,-7.0,13914.625304875282
1576,45527,5,7.839999999999999,54,19,134,25093.04262154195,-5.0,-2.8522222222222213,-3.0,-18.0,1911.2550532879832
1576,45527,6,4.987777777777778,51,14,116,27004.297674829933,1.0,0.4566666666666652,-2.0,-6.0,1044.1554501700703
1576,45527,7,5.444444444444443,49,15,110,28048.453125000004,-2.0,4.165555555555558,5.0,8.0,4033.6315326530603
1576,45531,1,1.0,55,25,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1576,45539,1,33.0625,55,25,159,45818.241388888884,0.0,1.1599999999999966,-1.0,-3.0,-23314.871666666662
1576,45539,2,34.2225,54,25,156,22503.36972222222,0.0,43.217500000000015,5.0,-6.0,46284.53369444444
1576,45540,1,4.0,55,25,159,45818.241388888884,0.0,2.25,-1.0,-3.0,-23314.871666666662
1576,45548,1,1.0,55,25,159,45818.241388888884,0.0,1.25,-1.0,-3.0,-23314.871666666662
1576,45548,2,2.25,54,25,156,22503.36972222222,0.0,-0.9275000000000002,5.0,-6.0,46284.53369444444
1576,45556,1,2.25,55,25,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1576,45572,1,1.0,55,25,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1576,45593,1,14.0625,55,25,159,45818.241388888884,0.0,4.0,-1.0,-3.0,-23314.871666666662
1576,45593,2,18.0625,54,25,156,22503.36972222222,0.0,-11.686875,5.0,-6.0,46284.53369444444
1576,45593,3,6.375624999999999,59,25,150,68787.90341666667,-3.0,-5.053125,-3.0,-9.0,-57609.4861
1576,45595,1,1.0,55,25,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1576,45595,2,1.0,54,25,156,22503.36972222222,0.0,0.6900000000000002,5.0,-6.0,46284.53369444444
1576,45595,3,1.6900000000000002,59,25,150,68787.90341666667,-3.0,0.0,-3.0,-9.0,-57609.4861
1576,45595,4,1.6900000000000002,56,22,141,11178.417316666668,-3.0,0.0,-2.0,-7.0,13914.625304875282
1576,45601,1,16.0,55,25,159,45818.241388888884,0.0,4.25,-1.0,-3.0,-23314.871666666662
1576,45602,1,1.5625,55,25,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1576,45602,2,1.5625,54,25,156,22503.36972222222,0.0,0.9975000000000005,5.0,-6.0,46284.53369444444
1576,45609,1,6.25,55,25,159,45818.241388888884,0.0,2.75,-1.0,-3.0,-23314.871666666662
1576,45609,4,3.61,56,22,141,11178.417316666668,-3.0,0.8000000000000003,-2.0,-7.0,13914.625304875282
1576,45609,5,4.41,54,19,134,25093.04262154195,-5.0,0.21249999999999947,-3.0,-18.0,1911.2550532879832
1576,45609,6,4.6225,51,14,116,27004.297674829933,1.0,0.21750000000000114,-2.0,-6.0,1044.1554501700703
1576,45609,7,4.840000000000001,49,15,110,28048.453125000004,-2.0,3.2824999999999998,5.0,8.0,4033.6315326530603
1576,45617,1,6.25,55,25,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1576,45617,2,6.25,54,25,156,22503.36972222222,0.0,3.360000000000001,5.0,-6.0,46284.53369444444
1576,45617,3,9.610000000000001,59,25,150,68787.90341666667,-3.0,-0.6100000000000012,-3.0,-9.0,-57609.4861
1576,45617,4,9.0,56,22,141,11178.417316666668,-3.0,1.240000000000002,-2.0,-7.0,13914.625304875282
1576,45627,1,12.25,55,25,159,45818.241388888884,0.0,-6.0,-1.0,-3.0,-23314.871666666662
1576,45627,2,6.25,54,25,156,22503.36972222222,0.0,-1.8399999999999999,5.0,-6.0,46284.53369444444
1576,45639,1,1.0,55,25,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1576,45639,2,1.0,54,25,156,22503.36972222222,0.0,2.24,5.0,-6.0,46284.53369444444
1576,45639,3,3.24,59,25,150,68787.90341666667,-3.0,-0.6799999999999997,-3.0,-9.0,-57609.4861
1576,45646,1,12.25,55,25,159,45818.241388888884,0.0,3.75,-1.0,-3.0,-23314.871666666662
1576,45646,2,16.0,54,25,156,22503.36972222222,0.0,9.0,5.0,-6.0,46284.53369444444
1576,45646,3,25.0,59,25,150,68787.90341666667,-3.0,2.0400000000000027,-3.0,-9.0,-57609.4861
1576,45646,4,27.040000000000003,56,22,141,11178.417316666668,-3.0,4.319999999999993,-2.0,-7.0,13914.625304875282
1576,45646,5,31.359999999999996,54,19,134,25093.04262154195,-5.0,-1.1099999999999959,-3.0,-18.0,1911.2550532879832
1576,45646,6,30.25,51,14,116,27004.297674829933,1.0,1.1099999999999959,-2.0,-6.0,1044.1554501700703
1576,45646,7,31.359999999999996,49,15,110,28048.453125000004,-2.0,-1.1099999999999959,5.0,8.0,4033.6315326530603
1576,45651,1,6.25,55,25,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1576,45651,2,6.25,54,25,156,22503.36972222222,0.0,2.75,5.0,-6.0,46284.53369444444
1576,45651,3,9.0,59,25,150,68787.90341666667,-3.0,1.8899999999999988,-3.0,-9.0,-57609.4861
