census,species,n,N_t,S_t,dn,dN,dS
2,0,3.895815708936738,135.43852556358783,12,1.3218914323974196,35.43852556358783,0
2,1,10.890593663277624,135.43852556358783,12,3.7858894884031047,35.43852556358783,0
2,2,7.872627298712034,135.43852556358783,12,2.6747301315893717,35.43852556358783,0
2,3,26.862883805020466,135.43852556358783,12,9.341168533338564,35.43852556358783,0
2,4,28.128900914614917,135.43852556358783,12,9.80415082822644,35.43852556358783,0
2,5,14.93518447970192,135.43852556358783,12,5.1868762745553685,35.43852556358783,0
2,6,8.723894133654127,135.43852556358783,12,3.0427517884599693,35.43852556358783,0
2,7,0.8590726594392756,135.43852556358783,12,0.2977510679620504,35.43852556358783,0
2,8,6.476620681097013,135.43852556358783,12,-0.003292022814159523,35.43852556358783,0
2,9,2.9967570434354776,135.43852556358783,12,-0.0014703860581035677,35.43852556358783,0
2,10,11.75578133142241,135.43852556358783,12,-0.005824927201489416,35.43852556358783,0
2,11,12.040393844275837,135.43852556358783,12,-0.006096645270693202,35.43852556358783,0
3,0,5.723503509021891,185.61889838826707,12,1.8276878000851533,50.18037282467924,0
3,1,16.251884704927928,185.61889838826707,12,5.361291041650304,50.18037282467924,0
3,2,11.56658426985692,185.61889838826707,12,3.6939569711448854,50.18037282467924,0
3,3,40.129040713137044,185.61889838826707,12,13.266156908116578,50.18037282467924,0
3,4,42.0391644829213,185.61889838826707,12,13.910263568306384,50.18037282467924,0
3,5,22.3053150479982,185.61889838826707,12,7.370130568296279,50.18037282467924,0
3,6,13.069888330044504,185.61889838826707,12,4.345994196390377,50.18037282467924,0
3,7,1.280775428824925,185.61889838826707,12,0.4217027693856493,50.18037282467924,0
3,8,6.473291725067308,185.61889838826707,12,-0.0033289560297049547,50.18037282467924,0
3,9,2.995291714138754,185.61889838826707,12,-0.0014653292967237164,50.18037282467924,0
3,10,11.749918709198797,185.61889838826707,12,-0.005862622223613556,50.18037282467924,0
3,11,12.034239753129503,185.61889838826707,12,-0.0061540911463335846,50.18037282467924,0
4,0,8.070314946940826,252.21151674579477,12,2.3468114379189347,66.5926183575277,0
4,1,23.3664689574189,252.21151674579477,12,7.114584252490971,66.5926183575277,0
4,2,16.296761936621802,252.21151674579477,12,4.730177666764883,66.5926183575277,0
4,3,57.82411448134114,252.21151674579477,12,17.695073768204097,66.5926183575277,0
4,4,60.52034769004946,252.21151674579477,12,18.48118320712816,66.5926183575277,0
4,5,32.14271176345655,252.21151674579477,12,9.837396715458354,66.5926183575277,0
4,6,18.914295658111698,252.21151674579477,12,5.844407328067193,66.5926183575277,0
4,7,1.8407459158361918,252.21151674579477,12,0.559970487011267,66.5926183575277,0
4,8,6.469911826689116,252.21151674579477,12,-0.003379898378192081,66.5926183575277,0
4,9,2.993833001151293,252.21151674579477,12,-0.0014587129874610305,66.5926183575277,0
4,10,11.744004197566866,252.21151674579477,12,-0.0059145116319303526,66.5926183575277,0
4,11,12.028006370610912,252.21151674579477,12,-0.0062333825185909575,66.5926183575277,0
5,0,10.79384468926938,333.40926362283386,12,2.7235297423285534,81.1977468770391,0
5,1,32.04368225047926,333.40926362283386,12,8.677213293060358,81.1977468770391,0
5,2,21.75591959225263,333.40926362283386,12,5.459157655630829,81.1977468770391,0
5,3,79.59791209661688,333.40926362283386,12,21.77379761527574,81.1977468770391,0
