species,TreeID,census,e,S_t,n,N_t,E_t,dn,de,dN/S,dE/S
49,135329,1,4.0,52,1,205,11109.058611111112,0.0,0.0,-0.057692307692307696,17.19572115384615
49,135329,2,4.0,54,1,202,12003.236111111111,0.0,0.41000000000000014,-0.2777777777777778,25.142340534979432
49,135329,3,4.41,51,1,187,13360.9225,0.0,0.0,-0.1568627450980392,1.9522322440087223
316,135176,1,30.25,52,24,205,11109.058611111112,-7.0,5.75,-0.057692307692307696,17.19572115384615
316,135176,2,36.0,54,17,202,12003.236111111111,0.0,-4.640000000000004,-0.2777777777777778,25.142340534979432
316,135203,1,1.0,52,24,205,11109.058611111112,-7.0,0.0,-0.057692307692307696,17.19572115384615
316,135203,2,1.0,54,17,202,12003.236111111111,0.0,0.43999999999999995,-0.2777777777777778,25.142340534979432
316,135203,3,1.44,51,17,187,13360.9225,-5.0,0.0,-0.1568627450980392,1.9522322440087223
316,135203,4,1.44,50,12,179,13460.486344444445,0.0,0.0,-0.2,20.24667866666663
316,135203,5,1.44,47,12,169,14472.820277777777,-1.0,0.2500000000000002,-0.2553191489361702,-12.982275177304937
316,135203,6,1.6900000000000002,44,11,157,13862.653344444445,-1.0,3.1500000000000004,0.3181818181818182,32.156486489898974
316,135203,7,4.840000000000001,50,10,171,15277.53875,-2.0,5.400000000000001,-0.2,20.540714184746903
316,135214,1,1.0,52,24,205,11109.058611111112,-7.0,0.0,-0.057692307692307696,17.19572115384615
316,135214,2,1.0,54,17,202,12003.236111111111,0.0,0.43999999999999995,-0.2777777777777778,25.142340534979432
316,135214,3,1.44,51,17,187,13360.9225,-5.0,0.81,-0.1568627450980392,1.9522322440087223
316,135214,4,2.25,50,12,179,13460.486344444445,0.0,-0.29000000000000026,-0.2,20.24667866666663
316,135214,5,1.9599999999999997,47,12,169,14472.820277777777,-1.0,0.44250000000000056,-0.2553191489361702,-12.982275177304937
316,135214,6,2.4025000000000003,44,11,157,13862.653344444445,-1.0,2.4375000000000004,0.3181818181818182,32.156486489898974
316,135214,7,4.840000000000001,50,10,171,15277.53875,-2.0,0.22249999999999925,-0.2,20.540714184746903
316,135221,1,25.0,52,24,205,11109.058611111112,-7.0,4.160000000000004,-0.057692307692307696,17.19572115384615
316,135221,2,29.160000000000004,54,17,202,12003.236111111111,0.0,-1.0700000000000038,-0.2777777777777778,25.142340534979432
316,135221,3,28.09,51,17,187,13360.9225,-5.0,0.0,-0.1568627450980392,1.9522322440087223
316,135223,1,12.25,52,24,205,11109.058611111112,-7.0,1.0724999999999998,-0.057692307692307696,17.19572115384615
316,135223,2,13.3225,54,17,202,12003.236111111111,0.0,14.7675,-0.2777777777777778,25.142340534979432
316,135231,1,4.0,52,24,205,11109.058611111112,-7.0,0.0,-0.057692307692307696,17.19572115384615
