census,species,n,N_t,S_t,dn,dN/S,dS
7,6,57.63372963890855,492.7144185378447,12,6.115275146021318,3.693023519639828,0
7,7,27.267171692972695,492.7144185378447,12,1.592462972729404,3.693023519639828,0
7,8,97.8240440096165,492.7144185378447,12,9.75495002267526,3.693023519639828,0
7,9,47.73524220345583,492.7144185378447,12,6.518870420525396,3.693023519639828,0
7,10,15.20161810695638,492.7144185378447,12,2.021337550649159,3.693023519639828,0
7,11,31.339605876966214,492.7144185378447,12,0.4091798652956129,3.693023519639828,0
8,0,114.18029271813812,537.0307007735227,12,6.628672942731626,2.623260475159043,0
8,1,5.263246452233225,537.0307007735227,12,-0.0486331717031705,2.623260475159043,0
8,2,0.4487567356589566,537.0307007735227,12,0.06361031933558114,2.623260475159043,0
8,3,84.1928827318946,537.0307007735227,12,3.1512449342747004,2.623260475159043,0
8,4,14.731850224186957,537.0307007735227,12,0.3955108185524221,2.623260475159043,0
8,5,14.8001844046385,537.0307007735227,12,1.8992041431377906,2.623260475159043,0
8,6,63.749004784929866,537.0307007735227,12,4.71583224597515,2.623260475159043,0
8,7,28.8596346657021,537.0307007735227,12,0.6836362225589028,2.623260475159043,0
8,8,107.57899403229176,537.0307007735227,12,7.3407300042777734,2.623260475159043,0
8,9,54.25411262398123,537.0307007735227,12,5.5917926954251485,2.623260475159043,0
8,10,17.22295565760554,537.0307007735227,12,1.7629493420135631,2.623260475159043,0
8,11,31.748785742261827,537.0307007735227,12,-0.7054247946709609,2.623260475159043,0
9,0,120.80896566086975,568.5098264754312,12,4.551029263859945,1.7995409768414845,0
9,1,5.214613280530054,568.5098264754312,12,-0.16965693224277967,1.7995409768414845,0
9,2,0.5123670549945377,568.5098264754312,12,0.06190641352343673,1.7995409768414845,0
9,3,87.3441276661693,568.5098264754312,12,1.4427474240852405,1.7995409768414845,0
9,4,15.127361042739379,568.5098264754312,12,0.043311438216820264,1.7995409768414845,0
9,5,16.69938854777629,568.5098264754312,12,1.7686134211792215,1.7995409768414845,0
9,6,68.46483703090502,568.5098264754312,12,3.5846764554886335,1.7995409768414845,0
9,7,29.543270888261002,568.5098264754312,12,0.004047084669700496,1.7995409768414845,0
9,8,114.91972403656953,568.5098264754312,12,5.430656934570479,1.7995409768414845,0
9,9,59.84590531940638,568.5098264754312,12,4.748878038576372,1.7995409768414845,0
9,10,18.985904999619102,568.5098264754312,12,1.5516834347610313,1.7995409768414845,0
9,11,31.043360947590866,568.5098264754312,12,-1.4234012545902708,1.7995409768414845,0
10,0,125.35999492472969,590.104318197529,12,3.0584252931152065,1.2021878398906172,0
10,1,5.044956348287275,590.104318197529,12,-0.2420837453788529,1.2021878398906172,0
10,2,0.5742734685179745,590.104318197529,12,0.06097244607416463,1.2021878398906172,0
10,3,88.78687509025454,590.104318197529,12,0.2573316511331285,1.2021878398906172,0
10,4,15.170672480956199,590.104318197529,12,-0.20651873906057183,1.2021878398906172,0
10,5,18.468001968955512,590.104318197529,12,1.659079416240317,1.2021878398906172,0
10,6,72.04951348639365,590.104318197529,12,2.7218932615876668,1.2021878398906172,0
10,7,29.547317972930703,590.104318197529,12,-0.4691950735459187,1.2021878398906172,0
10,8,120.35038097114001,590.104318197529,12,4.000803995028022,1.2021878398906172,0
10,9,64.59478335798275,590.104318197529,12,4.018757495334924,1.2021878398906172,0
10,10,20.537588434380133,590.104318197529,12,1.3906033648154121,1.2021878398906172,0
10,11,29.619959693000595,590.104318197529,12,-1.8238152866561634,1.2021878398906172,0
11,0,128.4184202178449,604.5305722762164,12,2.0911254604533838,0.8095189793811812,0
11,1,4.802872602908422,604.5305722762164,12,-0.2779999073573327,0.8095189793811812,0
11,2,0.6352459145921391,604.5305722762164,12,0.06119455607541646,0.8095189793811812,0
11,3,89.04420674138767,604.5305722762164,12,-0.48875189537758956,0.8095189793811812,0
11,4,14.964153741895627,604.5305722762164,12,-0.3680909240583503,0.8095189793811812,0
11,5,20.12708138519583,604.5305722762164,12,1.5824070284675358,0.8095189793811812,0
11,6,74.77140674798132,604.5305722762164,12,2.1250394115748747,0.8095189793811812,0
11,7,29.078122899384784,604.5305722762164,12,-0.7684458239479568,0.8095189793811812,0
11,8,124.35118496616803,604.5305722762164,12,3.0270588215012992,0.8095189793811812,0
11,9,68.61354085331767,604.5305722762164,12,3.4388925629272364,0.8095189793811812,0
11,10,21.928191799195545,604.5305722762164,12,1.2856572566940763,0.8095189793811812,0
11,11,27.796144406344432,604.5305722762164,12,-1.993858794378312,0.8095189793811812,0
12,0,130.50954567829828,614.2448000287906,12,1.462582944738358,0.5495028729246769,0
12,1,4.524872695551089,614.2448000287906,12,-0.29107795175342766,0.5495028729246769,0
12,2,0.6964404706675555,614.2448000287906,12,0.06221704516504922,0.5495028729246769,0
12,3,88.55545484601008,614.2448000287906,12,-0.9540504649310577,0.5495028729246769,0
12,4,14.596062817837277,614.2448000287906,12,-0.46955574206231887,0.5495028729246769,0
12,5,21.709488413663365,614.2448000287906,12,1.5255863772869809,0.5495028729246769,0
12,6,76.89644615955619,614.2448000287906,12,1.7062731422284827,0.5495028729246769,0
12,7,28.309677075436827,614.2448000287906,12,-0.9512832329836343,0.5495028729246769,0
12,8,127.37824378766933,614.2448000287906,12,2.351071294459558,0.5495028729246769,0
12,9,72.05243341624491,614.2448000287906,12,2.958586894099497,0.5495028729246769,0
12,10,23.21384905588962,614.2448000287906,12,1.2169810693479555,0.5495028729246769,0
12,11,25.80228561196612,614.2448000287906,12,-2.0232969004992896,0.5495028729246769,0
13,0,131.97212862303664,620.8388345038867,12,1.0159956408934079,0.36125092399799047,0
13,1,4.233794743797661,620.8388345038867,12,-0.29174380202520345,0.36125092399799047,0
13,2,0.7586575158326048,620.8388345038867,12,0.063679708520748,0.36125092399799047,0
13,3,87.60140438107902,620.8388345038867,12,-1.2669466081158447,0.36125092399799047,0
13,4,14.126507075774958,620.8388345038867,12,-0.5347272326444799,0.36125092399799047,0
13,5,23.235074790950346,620.8388345038867,12,1.4755266961315492,0.36125092399799047,0
13,6,78.60271930178467,620.8388345038867,12,1.38677749175055,0.36125092399799047,0
13,7,27.358393842453193,620.8388345038867,12,-1.0655335270802588,0.36125092399799047,0
13,8,129.7293150821289,620.8388345038867,12,1.8359735205287109,0.36125092399799047,0
13,9,75.0110203103444,620.8388345038867,12,2.5284636457283227,0.36125092399799047,0
13,10,24.430830125237577,620.8388345038867,12,1.1662278431073076,0.36125092399799047,0
13,11,23.77898871146683,620.8388345038867,12,-1.9786822888190692,0.36125092399799047,0
14,0,132.98812426393005,625.1738455918626,12,0.7964131822020875,0.26250554893912675,0
14,1,3.942050941772458,625.1738455918626,12,-0.2820420205310641,0.26250554893912675,0
14,2,0.8223372243533528,625.1738455918626,12,0.06616175267713664,0.26250554893912675,0
14,3,86.33445777296318,625.1738455918626,12,-1.4128034445711393,0.26250554893912675,0
14,4,13.591779843130478,625.1738455918626,12,-0.5642486848521351,0.26250554893912675,0
14,5,24.710601487081895,625.1738455918626,12,1.4489635304206097,0.26250554893912675,0
14,6,79.98949679353522,625.1738455918626,12,1.200989359321838,0.26250554893912675,0
14,7,26.292860315372934,625.1738455918626,12,-1.1131645182848757,0.26250554893912675,0
14,8,131.5652886026576,625.1738455918626,12,1.5370626730284869,0.26250554893912675,0
14,9,77.53948395607273,625.1738455918626,12,2.20001478067023,0.26250554893912675,0
14,10,25.597057968344885,625.1738455918626,12,1.1483933176539871,0.26250554893912675,0
14,11,21.80030642264776,625.1738455918626,12,-1.8756733404656067,0.26250554893912675,0
15,0,133.78453744613213,628.3239121791321,12,0.6549637066337652,0.19519671723202237,0
15,1,3.6600089212413938,628.3239121791321,12,-0.26853091297340814,0.19519671723202237,0
15,2,0.8884989770304894,628.3239121791321,12,0.06906147836520937,0.19519671723202237,0
15,3,84.92165432839204,628.3239121791321,12,-1.4985872345527582,0.19519671723202237,0
15,4,13.027531158278343,628.3239121791321,12,-0.5770041629622433,0.19519671723202237,0
15,5,26.159565017502505,628.3239121791321,12,1.4253542784741775,0.19519671723202237,0
15,6,81.19048615285706,628.3239121791321,12,1.0647641196600972,0.19519671723202237,0
15,7,25.17969579708806,628.3239121791321,12,-1.1310173506725008,0.19519671723202237,0
15,8,133.1023512756861,628.3239121791321,12,1.3136007081326966,0.19519671723202237,0
15,9,79.73949873674296,628.3239121791321,12,1.9035519640126637,0.19519671723202237,0
15,10,26.745451285998872,628.3239121791321,12,1.1398836605206206,0.19519671723202237,0
15,11,19.924633082182154,628.3239121791321,12,-1.7536796478541383,0.19519671723202237,0
16,0,134.4395011527659,630.6662727859164,12,-134.4395011527659,-52.555522732159694,-12
16,1,3.3914780082679856,630.6662727859164,12,-3.3914780082679856,-52.555522732159694,-12
16,2,0.9575604553956988,630.6662727859164,12,-0.9575604553956988,-52.555522732159694,-12
16,3,83.42306709383928,630.6662727859164,12,-83.42306709383928,-52.555522732159694,-12
16,4,12.4505269953161,630.6662727859164,12,-12.4505269953161,-52.555522732159694,-12
16,5,27.584919295976682,630.6662727859164,12,-27.584919295976682,-52.555522732159694,-12
16,6,82.25525027251716,630.6662727859164,12,-82.25525027251716,-52.555522732159694,-12
16,7,24.048678446415558,630.6662727859164,12,-24.048678446415558,-52.555522732159694,-12
16,8,134.4159519838188,630.6662727859164,12,-134.4159519838188,-52.555522732159694,-12
16,9,81.64305070075562,630.6662727859164,12,-81.64305070075562,-52.555522732159694,-12
16,10,27.885334946519492,630.6662727859164,12,-27.885334946519492,-52.555522732159694,-12
16,11,18.170953434328016,630.6662727859164,12,-18.170953434328016,-52.555522732159694,-12
