census,species,n,N_t,S_t,dn,dN,dS
2,0,2.5148072540326325,145.90346577389514,12,0.8168237486556404,45.903465773895135,0
2,1,28.00247089818989,145.90346577389514,12,8.560977721829623,45.903465773895135,0
2,2,13.351293518919144,145.90346577389514,12,4.365668682332851,45.903465773895135,0
2,3,40.926070978974664,145.90346577389514,12,13.47442243720769,45.903465773895135,0
2,4,23.685515366781832,145.90346577389514,12,8.613290967383739,45.903465773895135,0
2,5,3.8886975213053425,145.90346577389514,12,1.4365593698035397,45.903465773895135,0
2,6,18.189610377477873,145.90346577389514,12,6.5879496610602715,45.903465773895135,0
2,7,5.731719247776555,145.90346577389514,12,2.052051038896401,45.903465773895135,0
2,8,0.5833326358928033,145.90346577389514,12,-0.0002577318649157334,45.903465773895135,0
2,9,6.066238586000897,145.90346577389514,12,-0.0026425908107245988,45.903465773895135,0
2,10,2.2873802876435767,145.90346577389514,12,-0.0010605916182093722,45.903465773895135,0
2,11,0.6763291008999189,145.90346577389514,12,-0.00031693898077977956,45.903465773895135,0
3,0,3.546698727759935,207.2068359789972,12,1.0318914737273026,61.303370205102055,0
3,1,38.03927484154457,207.2068359789972,12,10.036803943354677,61.303370205102055,0
3,2,18.95898435691533,207.2068359789972,12,5.607690837996186,61.303370205102055,0
3,3,58.36800535200002,207.2068359789972,12,17.441934373025354,61.303370205102055,0
3,4,36.27069798967418,207.2068359789972,12,12.58518262289235,61.303370205102055,0
3,5,6.031861315878387,207.2068359789972,12,2.143163794573044,61.303370205102055,0
3,6,27.725518451893965,207.2068359789972,12,9.535908074416092,61.303370205102055,0
3,7,8.65656294796212,207.2068359789972,12,2.9248437001855656,61.303370205102055,0
3,8,0.583089455276183,207.2068359789972,12,-0.00024318061662020884,61.303370205102055,0
3,9,6.0637649156041284,207.2068359789972,12,-0.0024736703967684903,61.303370205102055,0
3,10,2.286355803616387,207.2068359789972,12,-0.001024484027189576,61.303370205102055,0
3,11,0.676021820871973,207.2068359789972,12,-0.0003072800279458887,61.303370205102055,0
4,0,4.7043754146843995,282.3479334742908,12,1.1576766869244643,75.14109749529362,0
4,1,48.09051082121519,282.3479334742908,12,10.051235979670622,75.14109749529362,0
4,2,25.441557288146377,282.3479334742908,12,6.482572931231047,75.14109749529362,0
4,3,78.87151599152158,282.3479334742908,12,20.503510639521558,75.14109749529362,0
4,4,53.5202166014158,282.3479334742908,12,17.249518611741614,75.14109749529362,0
4,5,9.049782143215184,282.3479334742908,12,3.0179208273367975,75.14109749529362,0
4,6,40.5534244264842,282.3479334742908,12,12.827905974590234,75.14109749529362,0
4,7,12.511095587324176,282.3479334742908,12,3.8545326393620556,75.14109749529362,0
4,8,0.5828638605430569,282.3479334742908,12,-0.000225594733126111,75.14109749529362,0
4,9,6.061492365346592,282.3479334742908,12,-0.0022725502575360323,75.14109749529362,0
4,10,2.2853729404177336,282.3479334742908,12,-0.000982863198653483,75.14109749529362,0
4,11,0.6757260339765864,282.3479334742908,12,-0.0002957868953866738,75.14109749529362,0
5,0,5.810250603591706,365.37113451085503,12,1.1058751889073068,83.02320103656422,0
5,1,56.076233811401075,365.37113451085503,12,7.985722990185884,83.02320103656422,0
5,2,31.989893345690966,365.37113451085503,12,6.548336057544589,83.02320103656422,0
5,3,100.42178052348108,365.37113451085503,12,21.5502645319595,83.02320103656422,0
5,4,75.28021462365955,365.37113451085503,12,21.75999802224375,83.02320103656422,0
5,5,12.996790731483573,365.37113451085503,12,3.947008588268389,83.02320103656422,0
5,6,56.13273148652519,365.37113451085503,12,15.579307060040989,83.02320103656422,0
5,7,17.06127639631372,365.37113451085503,12,4.550180808989543,83.02320103656422,0
5,8,0.5826572404780868,365.37113451085503,12,-0.0002066200649701866,83.02320103656422,0
5,9,6.059431755624481,365.37113451085503,12,-0.002060609722111195,83.02320103656422,0
5,10,2.284431638978577,365.37113451085503,12,-0.0009413014391568275,83.02320103656422,0
5,11,0.6754423536270157,365.37113451085503,12,-0.0002836803495707141,83.02320103656422,0
6,0,6.6763981865398,447.669296841457,12,0.866147582948094,82.298162330602,0
6,1,60.395619797605235,447.669296841457,12,4.319385986204161,82.298162330602,0
6,2,37.691576551021896,447.669296841457,12,5.70168320533093,82.298162330602,0
6,3,120.84477479481781,447.669296841457,12,20.422994271336734,82.298162330602,0
6,4,100.19200246860377,447.669296841457,12,24.91178784494423,82.298162330602,0
6,5,17.708205180443354,447.669296841457,12,4.711414448959781,82.298162330602,0
6,6,72.80337678087521,447.669296841457,12,16.670645294350024,82.298162330602,0
6,7,21.75861110119781,447.669296841457,12,4.697334704884092,82.298162330602,0
6,8,0.5824688268743592,447.669296841457,12,-0.00018841360372756633,82.298162330602,0
6,9,6.057567670988998,447.669296841457,12,-0.0018640846354829321,82.298162330602,0
6,10,2.283525613681661,447.669296841457,12,-0.0009060252969157467,82.298162330602,0
6,11,0.6751698688071308,447.669296841457,12,-0.00027248481988484397,82.298162330602,0
7,0,7.1897710649028,520.6661361555578,12,0.5133728783629996,72.99683931410073,0
7,1,60.69526901030633,520.6661361555578,12,0.2996492127010981,72.99683931410073,0
7,2,41.917654408614695,520.6661361555578,12,4.226077857592799,72.99683931410073,0
7,3,138.73989720262196,520.6661361555578,12,17.895122407804152,72.99683931410073,0
7,4,125.80351673590499,520.6661361555578,12,25.611514267301217,72.99683931410073,0
7,5,22.7556316838536,520.6661361555578,12,5.047426503410247,72.99683931410073,0
7,6,88.08294611136517,520.6661361555578,12,15.279569330489963,72.99683931410073,0
7,7,25.885738546582466,520.6661361555578,12,4.127127445384655,72.99683931410073,0
