census,METE_AIC,METE_MAE,METimE_AIC,METimE_MAE,r2_dn,r2_de
0,499.7078599714605,0.7054263565891473,3436.24661907658,1.744186046511628,0.2580447054602264,0.99997697370263
6,619.6654279223965,0.5107913669064749,3657.2947880184993,2.676258992805755,0.2580447054602264,0.99997697370263
12,652.219656342906,1.064748201438849,783.7967891650923,2.0431654676258995,0.2580447054602264,0.99997697370263
19,669.223584779038,1.3768115942028984,1281.9451066457498,2.6739130434782608,0.2580447054602264,0.99997697370263
