census,METE_AIC,METE_MAE,METimE_AIC,METimE_MAE,r2_dn,r2_de
0,555.4002541695005,1.2956521739130435,551.6160576618653,1.4173913043478261,0.49850234398478765,0.9999639729265402
4,484.2249439165758,1.5360824742268042,479.68614760900357,1.8762886597938144,0.49850234398478765,0.9999639729265402
9,497.54841684255877,1.3523809523809525,493.61325066553036,1.6571428571428573,0.49850234398478765,0.9999639729265402
14,513.3649968561273,0.8859649122807017,510.98687177521236,1.4912280701754386,0.49850234398478765,0.9999639729265402
19,508.9788289652333,0.9907407407407407,504.3911028376743,1.3796296296296295,0.49850234398478765,0.9999639729265402
